asset_id,file_path,file_name,file_type,category,scene,description,resolution,duration,quality_score,brand_fit_score,usage_priority,recommended_section,usage_role,issues,ai_edit_needed,notes,status,review_status,creative_grade,review_summary,reviewed_at,commercial_clearance,clearance_basis
AST-0033,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_DAY(건곤감리).png,한글)-KOREA-TOUR_DAY(건곤감리).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0034,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_DAY(심플).png,한글)-KOREA-TOUR_DAY(심플).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0035,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_DAY(심플_수정).png,한글)-KOREA-TOUR_DAY(심플_수정).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0036,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_DAY(심플_지역번호).png,한글)-KOREA-TOUR_DAY(심플_지역번호).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0037,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_DAY(심플_지역번호_세로).png,한글)-KOREA-TOUR_DAY(심플_지역번호_세로).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0038,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_DAY(심플_지역번호_세로_화이트).png,한글)-KOREA-TOUR_DAY(심플_지역번호_세로_화이트).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0039,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_DAY-&-NIGHT.png,한글)-KOREA-TOUR_DAY-&-NIGHT.png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0040,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_NIGHT(건곤감리).png,한글)-KOREA-TOUR_NIGHT(건곤감리).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0041,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_NIGHT(심플).png,한글)-KOREA-TOUR_NIGHT(심플).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0042,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_NIGHT(심플_지역번호).png,한글)-KOREA-TOUR_NIGHT(심플_지역번호).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0043,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_NIGHT(심플_지역번호_세로).png,한글)-KOREA-TOUR_NIGHT(심플_지역번호_세로).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0044,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_NIGHT(심플_지역번호_세로_블랙).png,한글)-KOREA-TOUR_NIGHT(심플_지역번호_세로_블랙).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0045,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_NIGHT(심플_지역번호_세로_화이트).png,한글)-KOREA-TOUR_NIGHT(심플_지역번호_세로_화이트).png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0046,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/logo_1080/한글)-KOREA-TOUR_NIGHT.png,한글)-KOREA-TOUR_NIGHT.png,png,컬렉션 아이덴티티,SEOUL_DAY_NIGHT,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,로고·도시코드 아이덴티티. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0047,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/motion_graphics/OPENING) KOREA TOUR.ai,OPENING) KOREA TOUR.ai,ai,컬렉션 그래픽,KOREA_TOUR,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,HIGH,HIGH,B,KOREA TOUR INTRO,SUPPORT / DETAIL,문구·상표 관계는 Content Clearance 전제.,NO,오프닝·핀 그래픽. 브랜드 시스템을 보조하는 모션·티켓 요소.,B,REVIEWED,B,오프닝·핀 그래픽. 브랜드 시스템을 보조하는 모션·티켓 요소.,2026-08-09,,UNKNOWN
AST-0048,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/motion_graphics/OPENING)-KOREA-TOUR(SMALL).png,OPENING)-KOREA-TOUR(SMALL).png,png,컬렉션 그래픽,KOREA_TOUR,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,오프닝·핀 그래픽. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,오프닝·핀 그래픽. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0049,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/motion_graphics/OPENING)-KOREA-TOUR(썸네일).png,OPENING)-KOREA-TOUR(썸네일).png,png,컬렉션 그래픽,KOREA_TOUR,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,오프닝·핀 그래픽. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,오프닝·핀 그래픽. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0050,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/motion_graphics/OPENING)-KOREA-TOUR.png,OPENING)-KOREA-TOUR.png,png,컬렉션 그래픽,KOREA_TOUR,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,DERIVED / EXCLUDED,N/A,EXCLUDE,ARCHIVE ONLY,EXCLUDE,"원본 보존, 상세페이지 사용 제외.",NO,오프닝·핀 그래픽. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,EXCLUDE,REVIEWED,EXCLUDE,오프닝·핀 그래픽. 동일 디자인의 PNG·PSD 산출물 또는 근접 파생본. 편집 원본과 연결해 원본만 우선 사용.,2026-08-09,,UNKNOWN
AST-0051,01_INPUT(입력_원본)/02_KOREA_TOUR(코리아투어_프로젝트)/collection_identity/motion_graphics/PIN.ai,PIN.ai,ai,컬렉션 그래픽,KOREA_TOUR,승인된 COPY PLAN에 따라 복사한 원본 사본. 심층 품질 평가는 아직 진행하지 않음.,UNREVIEWED,UNREVIEWED,LOW,LOW,D,DO NOT USE,EXCLUDE,실제 파일 프리뷰 확인 완료.,NO,오프닝·핀 그래픽. 일반적인 빨간 지도핀 단독 아이콘으로 기존 흑백·갈색 시스템과 충돌.,D,REVIEWED,D,오프닝·핀 그래픽. 일반적인 빨간 지도핀 단독 아이콘으로 기존 흑백·갈색 시스템과 충돌.,2026-08-09,,UNKNOWN
